id,client_id,lessons_count,paid,purchased_at,created_at
215955d0-8fe7-41b2-9d9e-2235457acfe7,9a91128d-8ac8-4118-a239-c4c7f9f89c97,10,true,2026-01-08,2026-06-23T18:05:58.588402+00:00
a714b4f2-9c2d-46e6-a43f-0a1d1d0873d1,2fae042c-eb09-4048-8d23-d6a372efc674,10,true,2026-01-11,2026-06-23T18:05:58.588402+00:00
5f0a6264-4011-4e85-871f-8d04dc37ee1e,4152285e-c772-4916-a089-db67c8258211,10,true,2026-02-05,2026-06-23T18:05:58.588402+00:00
2f2c4122-6329-4297-93ab-9c375dde9517,0598ee4b-6408-4aa1-81a5-2d24c6496dbc,10,true,2026-02-08,2026-06-23T18:05:58.588402+00:00
9006054b-2e5d-4b9e-b7a8-19112321a1fe,719bfaa7-5cbe-448e-8853-7325634aa4bc,10,true,2026-02-09,2026-06-23T18:05:58.588402+00:00
bb50ec16-5ccd-4967-8a04-d621641d9add,e3a14a2a-b83d-4214-b1dd-3b85b3aa5673,10,true,2026-02-09,2026-06-23T18:05:58.588402+00:00
13cc073b-fbf3-4616-894f-e2951199c0c4,c17dc22a-e4fd-4267-b688-d74e17f1e81b,10,true,2026-02-09,2026-06-23T18:05:58.588402+00:00
7c764af0-5df5-400e-bbe5-4ef16da553bb,2fae042c-eb09-4048-8d23-d6a372efc674,10,true,2026-02-09,2026-06-23T18:05:58.588402+00:00
5a22076a-896b-4051-baba-f5f42f979e70,e8f30cf6-364b-4d77-865d-441542781e85,10,true,2026-02-10,2026-06-23T18:05:58.588402+00:00
2406ed1a-936d-45d1-800c-d2e552edbadd,18f589e1-eda1-401f-b912-2e7d4c04bcd3,10,true,2026-02-10,2026-06-23T18:05:58.588402+00:00
07f86e95-ea5d-4298-9522-c6bd6d8a66ce,14700324-8494-4bb7-8848-ad676750b54b,10,true,2026-02-10,2026-06-23T18:05:58.588402+00:00
62054ee6-cfd3-4b6a-bd18-fc7e92067303,fcd9cc40-9411-40f0-b3d3-60dc219673d1,10,true,2026-02-10,2026-06-23T18:05:58.588402+00:00
99bbba02-3611-4b11-bf88-0b8f009828c5,52d7a714-07fe-4e26-9730-0380f30a68fb,10,true,2026-02-10,2026-06-23T18:05:58.588402+00:00
9f94820d-eee1-4ce7-8437-83ddf3032f21,17e07507-46d6-4367-a3bf-ccba9c8186c6,10,true,2026-02-10,2026-06-23T18:05:58.588402+00:00
09fa2a4a-8c5b-44c8-b540-cf7413f578ff,cabd581d-4ab9-46f7-974c-a850daadda78,10,true,2026-02-12,2026-06-23T18:05:58.588402+00:00
3a5ded53-08a0-49fc-aa00-1e3aa2f6ea3b,f3384eb2-29d2-401d-a46b-68b50206ab4a,10,true,2026-02-12,2026-06-23T18:05:58.588402+00:00
c5370462-c283-4fd4-aff3-0cb75ccca8fe,397a0b5c-8da1-46c6-ab6e-563cd019a004,10,true,2026-02-12,2026-06-23T18:05:58.588402+00:00
5dc6958b-7c9d-416c-996c-50e281a80c91,b0fa8680-98db-42ac-9f90-5db0c643517c,10,true,2026-02-12,2026-06-23T18:05:58.588402+00:00
1942168f-f53e-4c3d-9775-d5d129e54b9e,9a91128d-8ac8-4118-a239-c4c7f9f89c97,10,true,2026-02-12,2026-06-23T18:05:58.588402+00:00
6ba0d391-8d5a-4475-a9ec-448f340bef17,b5903cc3-5194-48c4-a910-5144dd45b40d,10,true,2026-02-15,2026-06-23T18:05:58.588402+00:00
70e34d12-a2a1-47d2-a9bc-726d20981f47,ee6c5f4a-4d14-4f5b-a33b-642af9226ea1,10,true,2026-02-15,2026-06-23T18:05:58.588402+00:00
77591a5f-d895-4b30-a9ed-deb1e2e04e55,94ea8693-9438-4f85-9d0d-ec219422f459,10,true,2026-02-16,2026-06-23T18:05:58.588402+00:00
67851023-4d8a-4ff4-acbf-a1368506f921,7174f2be-ac9d-4845-b4c3-61dd0e7b8e09,10,true,2026-02-16,2026-06-23T18:05:58.588402+00:00
6c5d6a01-3920-4d2d-807c-8ac9752c3078,6995156c-e98e-446e-b830-006cc7a2af46,10,true,2026-02-16,2026-06-23T18:05:58.588402+00:00
5553fb08-935d-4198-a265-538b05b70d6f,395f0e1a-54ef-408c-a16d-76879c70a152,10,true,2026-02-16,2026-06-23T18:05:58.588402+00:00
e23e982e-7afb-441f-b232-eff374d9b5fb,5db78425-c629-42ea-bfae-3a3c6545e2cc,10,true,2026-02-16,2026-06-23T18:05:58.588402+00:00
98911f6d-a271-4d6a-8242-c2371ec6c942,4d86178e-3b4d-42e5-b60a-b82de74fd9d7,10,true,2026-02-17,2026-06-23T18:05:58.588402+00:00
a4e4c0f3-4bb6-4741-b64e-cb038a20203c,ca2628de-df8d-418c-9755-cabeaf2dee9e,10,true,2026-02-18,2026-06-23T18:05:58.588402+00:00
c6593110-4e73-45cb-8222-8c51679be9cd,7bb4908d-0895-4e37-adea-6ff096b7ac26,10,true,2026-02-18,2026-06-23T18:05:58.588402+00:00
0bbeae4b-e839-49d8-b749-69db8af11f78,782dfa9c-3b2a-4160-9e80-88e5ac593c5e,10,true,2026-02-19,2026-06-23T18:05:58.588402+00:00
23c6cc99-d58a-4ced-be64-f8cb1eb05b98,1190382c-762a-408d-97f7-845b94dd0da7,10,true,2026-02-22,2026-06-23T18:05:58.588402+00:00
162d0908-34c3-44d6-8f5b-c1e990695503,f23a6006-b33a-42cf-9617-e14f4e86ec17,10,true,2026-02-22,2026-06-23T18:05:58.588402+00:00
897ab220-6632-424c-8532-ce7afd9b7292,e3a14a2a-b83d-4214-b1dd-3b85b3aa5673,10,true,2026-03-17,2026-06-23T18:05:58.588402+00:00
8d1c72c3-2f7e-408a-8da3-7fed7bb5fa5c,14700324-8494-4bb7-8848-ad676750b54b,10,true,2026-03-17,2026-06-23T18:05:58.588402+00:00
3074df02-0491-47df-aa5c-15691408cc9c,fcd9cc40-9411-40f0-b3d3-60dc219673d1,10,true,2026-03-17,2026-06-23T18:05:58.588402+00:00
696d4d90-6789-44ee-b328-858d8e83a562,0598ee4b-6408-4aa1-81a5-2d24c6496dbc,10,true,2026-03-18,2026-06-23T18:05:58.588402+00:00
8d5b470f-33ed-469f-b948-59aa7fd39cde,e8f30cf6-364b-4d77-865d-441542781e85,10,true,2026-03-18,2026-06-23T18:05:58.588402+00:00
0b1a1045-6cbc-494f-80c2-e6846ecb3d9c,4d86178e-3b4d-42e5-b60a-b82de74fd9d7,10,true,2026-03-18,2026-06-23T18:05:58.588402+00:00
34ae0c84-833b-4827-98ae-cc44c6324820,18f589e1-eda1-401f-b912-2e7d4c04bcd3,10,true,2026-03-19,2026-06-23T18:05:58.588402+00:00
8e3a55e1-e336-45ee-823f-b745c0fedbd8,17e07507-46d6-4367-a3bf-ccba9c8186c6,10,true,2026-03-19,2026-06-23T18:05:58.588402+00:00
1e9ea627-899a-4721-97f1-97a33c5e641a,719bfaa7-5cbe-448e-8853-7325634aa4bc,10,true,2026-03-23,2026-06-23T18:05:58.588402+00:00
6d8bc431-62fe-4fe0-848a-bbf6feabcbac,2fae042c-eb09-4048-8d23-d6a372efc674,10,true,2026-03-23,2026-06-23T18:05:58.588402+00:00
5356f2f8-bbe4-4bd9-8ad0-6059282bb6c3,b0fa8680-98db-42ac-9f90-5db0c643517c,10,true,2026-03-23,2026-06-23T18:05:58.588402+00:00
842709ab-6e66-418e-bf35-cce610ef5573,cabd581d-4ab9-46f7-974c-a850daadda78,10,true,2026-03-23,2026-06-23T18:05:58.588402+00:00
12c896c9-9002-45dc-89b0-58947ddfebeb,52d7a714-07fe-4e26-9730-0380f30a68fb,10,true,2026-03-24,2026-06-23T18:05:58.588402+00:00
9cfe0ba8-0a23-4e3c-b09f-1284d897b23c,f3384eb2-29d2-401d-a46b-68b50206ab4a,10,true,2026-03-25,2026-06-23T18:05:58.588402+00:00
1063b127-59a7-4571-96fc-fc022e13fb0b,c17dc22a-e4fd-4267-b688-d74e17f1e81b,10,true,2026-03-25,2026-06-23T18:05:58.588402+00:00
c593b9a0-a79d-4b4f-8e4f-220dde68eac6,7bb4908d-0895-4e37-adea-6ff096b7ac26,10,true,2026-03-26,2026-06-23T18:05:58.588402+00:00
528e9cd9-efb1-4fa2-b876-474b23a8cf2a,ca2628de-df8d-418c-9755-cabeaf2dee9e,10,true,2026-03-29,2026-06-23T18:05:58.588402+00:00
f35729bc-e3d0-4640-a253-680a1e641fa2,4152285e-c772-4916-a089-db67c8258211,10,true,2026-03-29,2026-06-23T18:05:58.588402+00:00
0bcf7f1f-974a-426a-b25e-97d4170bd99b,94ea8693-9438-4f85-9d0d-ec219422f459,10,true,2026-03-29,2026-06-23T18:05:58.588402+00:00
a3fc6f1c-9516-490c-8e2a-4587c9568221,b5903cc3-5194-48c4-a910-5144dd45b40d,10,true,2026-03-29,2026-06-23T18:05:58.588402+00:00
a741932e-44ff-4538-a39f-5b66c1fd17d3,ee6c5f4a-4d14-4f5b-a33b-642af9226ea1,10,true,2026-03-29,2026-06-23T18:05:58.588402+00:00
89d2996d-7311-4dcf-bb42-cb4f47698bad,397a0b5c-8da1-46c6-ab6e-563cd019a004,10,true,2026-03-30,2026-06-23T18:05:58.588402+00:00
1c645904-1a0f-4eb2-8b1c-a961584ff1a0,7174f2be-ac9d-4845-b4c3-61dd0e7b8e09,10,true,2026-03-30,2026-06-23T18:05:58.588402+00:00
27f70b6c-21bf-4b2b-bd91-a43642e102a7,6995156c-e98e-446e-b830-006cc7a2af46,10,true,2026-03-30,2026-06-23T18:05:58.588402+00:00
ae8b3d96-a1ff-417c-9197-6386add0c433,395f0e1a-54ef-408c-a16d-76879c70a152,10,true,2026-03-30,2026-06-23T18:05:58.588402+00:00
b8d8a057-97cb-4491-a233-1a89dee2affd,5db78425-c629-42ea-bfae-3a3c6545e2cc,10,true,2026-03-31,2026-06-23T18:05:58.588402+00:00
b175eda2-6060-4166-9ef8-756e86f9ed72,782dfa9c-3b2a-4160-9e80-88e5ac593c5e,10,true,2026-04-01,2026-06-23T18:05:58.588402+00:00
5f9416d3-e0e7-46b2-b3f5-d367bed40621,9a91128d-8ac8-4118-a239-c4c7f9f89c97,10,true,2026-04-01,2026-06-23T18:05:58.588402+00:00
711f5211-9f78-4a8d-83b0-5003e8d06b71,1190382c-762a-408d-97f7-845b94dd0da7,10,true,2026-04-05,2026-06-23T18:05:58.588402+00:00
0259ec10-1cb6-4e64-9e15-e66f314e4ac7,f23a6006-b33a-42cf-9617-e14f4e86ec17,10,true,2026-04-06,2026-06-23T18:05:58.588402+00:00
9caaf248-866c-45e3-99ac-3985947ffc51,0598ee4b-6408-4aa1-81a5-2d24c6496dbc,10,true,2026-04-26,2026-06-23T18:05:58.588402+00:00
9e3ecdf1-f6f6-474f-bf0f-76b01cb02b17,fcd9cc40-9411-40f0-b3d3-60dc219673d1,10,true,2026-04-28,2026-06-23T18:05:58.588402+00:00
558bd751-533a-484f-8067-07fa89431890,e3a14a2a-b83d-4214-b1dd-3b85b3aa5673,10,true,2026-04-28,2026-06-23T18:05:58.588402+00:00
c6ddbf0c-b1f8-42a0-877d-1e12ad77903a,17e07507-46d6-4367-a3bf-ccba9c8186c6,10,true,2026-04-28,2026-06-23T18:05:58.588402+00:00
5297bfef-ced6-40f6-a3c2-ac9033fdd41e,e8f30cf6-364b-4d77-865d-441542781e85,10,true,2026-04-28,2026-06-23T18:05:58.588402+00:00
58ddbd20-a148-48ac-9eb9-1a5829c302e1,14700324-8494-4bb7-8848-ad676750b54b,10,true,2026-04-28,2026-06-23T18:05:58.588402+00:00
c1aeb09b-6a3a-41a6-a23e-89607fc2446a,18f589e1-eda1-401f-b912-2e7d4c04bcd3,10,true,2026-04-30,2026-06-23T18:05:58.588402+00:00
37742163-ab46-42b3-b4c1-d1ce39914643,b0fa8680-98db-42ac-9f90-5db0c643517c,10,true,2026-04-30,2026-06-23T18:05:58.588402+00:00
d7740552-f38e-4541-8ac3-c93ebd83ff21,52d7a714-07fe-4e26-9730-0380f30a68fb,10,true,2026-04-30,2026-06-23T18:05:58.588402+00:00
c434b26e-b9d3-4dd1-b266-7bcbf1713673,cabd581d-4ab9-46f7-974c-a850daadda78,10,true,2026-05-03,2026-06-23T18:05:58.588402+00:00
f0daf719-4e0b-4c7e-9970-b294a6b3641c,ee6c5f4a-4d14-4f5b-a33b-642af9226ea1,10,true,2026-05-03,2026-06-23T18:05:58.588402+00:00
66c5d8ef-3e35-4223-bb65-e6839658628f,2fae042c-eb09-4048-8d23-d6a372efc674,10,true,2026-05-03,2026-06-23T18:05:58.588402+00:00
35e3457d-a0e3-4b45-8514-161a1744552a,7174f2be-ac9d-4845-b4c3-61dd0e7b8e09,10,true,2026-05-04,2026-06-23T18:05:58.588402+00:00
0297c6e0-5dda-448c-a3f6-4d2a16fc1651,6995156c-e98e-446e-b830-006cc7a2af46,10,true,2026-05-04,2026-06-23T18:05:58.588402+00:00
fa3a74cc-5f3b-49e6-9d3a-0bb2568ce5f0,719bfaa7-5cbe-448e-8853-7325634aa4bc,10,true,2026-05-04,2026-06-23T18:05:58.588402+00:00
56e25cd9-c7f4-469e-be95-6f3dd19cfa07,5db78425-c629-42ea-bfae-3a3c6545e2cc,10,true,2026-05-04,2026-06-23T18:05:58.588402+00:00
f2586ae2-68ce-4fd1-b86f-90b06a9c102d,c17dc22a-e4fd-4267-b688-d74e17f1e81b,10,true,2026-05-04,2026-06-23T18:05:58.588402+00:00
698dc56f-ccc0-4e54-8cfb-7a7b9597e7b9,4d86178e-3b4d-42e5-b60a-b82de74fd9d7,10,true,2026-05-05,2026-06-23T18:05:58.588402+00:00
84c25058-43e9-48a9-9e24-8726812d3fb2,4152285e-c772-4916-a089-db67c8258211,10,true,2026-05-06,2026-06-23T18:05:58.588402+00:00
e1899eda-cc9b-490c-ade3-2115c70dc160,7bb4908d-0895-4e37-adea-6ff096b7ac26,10,true,2026-05-06,2026-06-23T18:05:58.588402+00:00
df958469-c503-4fe7-a763-633dd601eca3,395f0e1a-54ef-408c-a16d-76879c70a152,10,true,2026-05-07,2026-06-23T18:05:58.588402+00:00
e46bc082-798e-4fdc-9dc6-2b57160e19ff,b5903cc3-5194-48c4-a910-5144dd45b40d,10,true,2026-05-07,2026-06-23T18:05:58.588402+00:00
7fba8c4d-ae94-4984-8995-b0257eaa363a,397a0b5c-8da1-46c6-ab6e-563cd019a004,10,true,2026-05-07,2026-06-23T18:05:58.588402+00:00
574bf691-711b-477e-9f89-9e43dea35409,94ea8693-9438-4f85-9d0d-ec219422f459,10,true,2026-05-10,2026-06-23T18:05:58.588402+00:00
61370397-31a3-412d-9fa8-015f7ffac41b,ca2628de-df8d-418c-9755-cabeaf2dee9e,10,true,2026-05-10,2026-06-23T18:05:58.588402+00:00
1943131c-c658-4a64-8f92-0713597e197b,782dfa9c-3b2a-4160-9e80-88e5ac593c5e,10,true,2026-05-13,2026-06-23T18:05:58.588402+00:00
34634141-b0be-41a6-863f-e639b0a114c2,9a91128d-8ac8-4118-a239-c4c7f9f89c97,10,true,2026-05-14,2026-06-23T18:05:58.588402+00:00
724ab862-18be-4021-8877-3ef7bc91e9e6,1190382c-762a-408d-97f7-845b94dd0da7,10,true,2026-05-17,2026-06-23T18:05:58.588402+00:00
b46268ce-efcd-4c0c-b38b-f9f5d762587a,f23a6006-b33a-42cf-9617-e14f4e86ec17,10,true,2026-05-18,2026-06-23T18:05:58.588402+00:00
4ea9c58c-09e9-4888-ad09-7b7ae5acf266,b0fa8680-98db-42ac-9f90-5db0c643517c,10,true,2026-06-04,2026-06-23T18:05:58.588402+00:00
2a7a2a1a-b42c-496c-a167-48f97eaaf5a6,0598ee4b-6408-4aa1-81a5-2d24c6496dbc,10,false,2026-06-07,2026-06-23T18:05:58.588402+00:00
962e344d-8671-4d89-9d8f-bf35deec4a69,2fae042c-eb09-4048-8d23-d6a372efc674,10,true,2026-06-08,2026-06-23T18:05:58.588402+00:00
f4f62329-566d-429c-a37a-fb68fdaf458b,cabd581d-4ab9-46f7-974c-a850daadda78,10,true,2026-06-08,2026-06-23T18:05:58.588402+00:00
f476ac5d-a352-40c0-b5aa-a03e93bf230f,7174f2be-ac9d-4845-b4c3-61dd0e7b8e09,10,true,2026-06-09,2026-06-23T18:05:58.588402+00:00
2ba8ba16-c3af-4524-9641-36b5884d3dcd,17e07507-46d6-4367-a3bf-ccba9c8186c6,10,false,2026-06-09,2026-06-23T18:05:58.588402+00:00
323eaffa-457c-4159-8e89-32ef7f6612e5,e8f30cf6-364b-4d77-865d-441542781e85,10,true,2026-06-10,2026-06-23T18:05:58.588402+00:00
75705519-4a2c-4422-9590-c59c7ab978a6,7bb4908d-0895-4e37-adea-6ff096b7ac26,10,true,2026-06-10,2026-06-23T18:05:58.588402+00:00
db9ef3cd-69b2-4daf-8acc-32713c186176,782dfa9c-3b2a-4160-9e80-88e5ac593c5e,10,true,2026-06-11,2026-06-23T18:05:58.588402+00:00
a7222631-b006-495c-a917-bc5828c79337,52d7a714-07fe-4e26-9730-0380f30a68fb,10,true,2026-06-11,2026-06-23T18:05:58.588402+00:00
fea6a725-51ba-4dc6-be5e-7d7cd10b104c,18f589e1-eda1-401f-b912-2e7d4c04bcd3,10,true,2026-06-11,2026-06-23T18:05:58.588402+00:00
ea2bdc69-d310-4468-aa0e-bca395d2acd4,4152285e-c772-4916-a089-db67c8258211,10,false,2026-06-14,2026-06-23T18:05:58.588402+00:00
20458e7e-76e2-45c9-9874-6ff132fdb6e6,94ea8693-9438-4f85-9d0d-ec219422f459,10,true,2026-06-14,2026-06-23T18:05:58.588402+00:00
b0140645-105a-4a1a-beb2-85750ed5506e,c17dc22a-e4fd-4267-b688-d74e17f1e81b,10,false,2026-06-15,2026-06-23T18:05:58.588402+00:00
6d942e5f-c5eb-4c22-9ea3-bab1f291e84a,4d86178e-3b4d-42e5-b60a-b82de74fd9d7,10,true,2026-06-15,2026-06-23T18:05:58.588402+00:00
4f73a3c9-1597-4a34-8360-241e3ffa8fc4,6995156c-e98e-446e-b830-006cc7a2af46,10,true,2026-06-16,2026-06-23T18:05:58.588402+00:00
319fed11-4307-4824-8b7d-a850a53c3181,ca2628de-df8d-418c-9755-cabeaf2dee9e,10,true,2026-06-17,2026-06-23T18:05:58.588402+00:00
bbd6bd8e-8e8d-44fa-b3c6-5b59b92f14e5,9a91128d-8ac8-4118-a239-c4c7f9f89c97,10,true,2026-06-18,2026-06-23T18:05:58.588402+00:00
5e939cbf-1bf4-49fb-a744-ed2358fbf8b4,b5903cc3-5194-48c4-a910-5144dd45b40d,10,false,2026-06-18,2026-06-23T18:05:58.588402+00:00
9524cb19-6db7-4362-bb74-0e0f78023c7f,007031aa-95b7-437c-926d-c981b398334c,13,true,2026-06-19,2026-06-19T15:11:14.204826+00:00
83a796d6-5955-416e-87d0-850a35262428,2fae042c-eb09-4048-8d23-d6a372efc674,10,true,2026-06-22,2026-06-23T18:05:58.588402+00:00
8c3326ed-e3b2-4048-a665-e81dfe86fa4b,b0fa8680-98db-42ac-9f90-5db0c643517c,10,true,2026-06-22,2026-06-23T18:05:58.588402+00:00
4a1818f9-f4f2-483c-a669-0be8e72e8eb4,52d7a714-07fe-4e26-9730-0380f30a68fb,10,true,2026-06-23,2026-06-23T18:05:58.588402+00:00
8b6c6eeb-5ea6-4923-b74e-f50dcf4bb829,37ead2cd-f3ec-4901-a945-34b3851bf86c,10,true,2026-06-23,2026-06-23T18:12:04.138801+00:00
c6a86938-9a89-4f79-96d9-36badff56d82,fcd9cc40-9411-40f0-b3d3-60dc219673d1,10,true,2026-06-23,2026-06-23T18:09:09.085486+00:00
04f35713-27d8-4e02-9c1d-f0b4710e871c,7174f2be-ac9d-4845-b4c3-61dd0e7b8e09,10,true,2026-06-23,2026-06-23T18:05:58.588402+00:00
